id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
3087,"Uma aberração! Comemorar a invasão dos Nazistas, com milhares de mortes, completamente sem noção e respeito?",1,https://www.instagram.com/p/B1rOH6Wlg4A/,Uma aberração; completamente sem noção e respeito,Uma aberração;
3088,Puxa tinha que ser vermelho o uniforme??... me dá azia essa cor... até as rodas mudou de cor...,1,https://www.instagram.com/p/B1rOH6Wlg4A/,me dá azia essa cor,me dá azia essa cor; até as rodas mudou de cor;
3089,Se juntar toda a família biroliro não chega aos pés de Mácron.,1,https://www.instagram.com/p/B1rOH6Wlg4A/,toda a família biroliro não chega aos pés de Mácron,família biroliro;
3090,É gritante a diferença de jovens alunos de um colégio militar para uma UF com alunos esquerdopatas.,1,https://www.instagram.com/p/B1rOH6Wlg4A/,UF com alunos esquerdopatas,esquerdopatas;
3091,"@matthews_salles Errar é humano, persistir no êrro, é burrice! Vai se preparando q o seu choro ñ demora",1,https://www.instagram.com/p/B1ejo45l4FI/,"persistir no êrro, é burrice; seu choro ñ demora",burrice;
3092,"Toca o berrante seu moço, panelaço ; Grande dia",1,https://www.instagram.com/p/B1ejo45l4FI/,Toca o berrante seu moço; panelaço,Toca o berrante seu moço; panelaço;
3093,"Como ela mesma disse, não deveria estar ali, principalmente para ser usada com sensacionalismo por outra ideologia que ama ter o discurso poético e patético ao mesmo tempo, falta tanta razão pra alguns políticos que eles adotam e usam crianças pra sensibilizar ao ganhar repercussão de suas ideas",1,https://www.instagram.com/p/B2xPpppAUaN/,sensacionalismo; patético; sensibilizar ao ganhar repercussão de suas ideas,sensacionalismo; patético;
3094,Mais ensaiado impossível,1,https://www.instagram.com/p/B2xPpppAUaN/,Mais ensaiado impossível,ensaiado;
3095,"Impactante! Caráleo como ousam?! Até onde vamos por dinheiro?? Até o ""fim""?",1,https://www.instagram.com/p/B2xPpppAUaN/,Caráleo como ousam; Até onde vamos por dinheiro?,Caráleo;
3096,"Infelizmente o governo mundial olha e faz cara de foda-se . Eles não ligam , eles não se importam. APENAS. 🤭🤦🏻‍♀️😥",1,https://www.instagram.com/p/B2xPpppAUaN/,cara de foda-se; não ligam; não se importam,cara de foda-se;Eles não ligam; eles não se importam;
3097,"Não deveria estar , muito menos carregar tanto ódio . Um discurso forte , obstinado , mas a Greta é uma menina e deveria ser protegida . Os COVARDES, deveriam poupar as crianças.",1,https://www.instagram.com/p/B2xPpppAUaN/,carregar tanto ódio; COVARDES,carregar tanto ódio; COVARDES;
3098,"Querem roubar a nossa Amazônia!!! Ja saquearam as Américas e a África, agora querem a cereja do bolo!!! Amazônia é nossa!🇧🇷 @manueladavila",1,https://www.instagram.com/p/B2xPpppAUaN/,Querem roubar a nossa Amazônia; saquearam,saquearam;
3099,"Haddad, ainda bem que você não compareceu ao ato da direita golpista. Porque negociar com psdb, fhc, que foram os mentores e articuladores do GOLPE contra a Dilma e o Povo Brasileiro, seria imperdoável. Igual a chamar o Temer novamente para vice, ou Aécio. A militância não suportaria.💚🌳",1,https://www.instagram.com/p/B1_m4F5lO_d/,ato da direita golpista; mentores e articuladores do GOLPE; A militância não suportaria,ato da direita golpista; mentores e articuladores do GOLPE;
3100,Oxi... aquele ali é o Freixo?... como assim? Dia de semana não é dia dele tá na piscina do Copacabana Palace com a esposa? 🤔 Essa esquerda socialista tá muito estranha...,1,https://www.instagram.com/p/B1_m4F5lO_d/,esquerda socialista; muito estranha,esquerda socialista; muito estranha...;
3101,"Ótimo, onde estão as mulheres, as pretas, os indios, os operários, o protesto. Todo mundo muito domesticado.",1,https://www.instagram.com/p/B1_m4F5lO_d/,domesticado,domesticado;
3102,@fernandohaddadoficial salva nosso país do bozo pfv ❤️❤️❤️,1,https://www.instagram.com/p/B1_m4F5lO_d/,salva nosso país do bozo,bozo;
3103,"Bravooo Obrigada, @fernandohaddadoficial nada de se misturar com PSDB",1,https://www.instagram.com/p/B1_m4F5lO_d/,nada de se misturar com PSDB,nada de se misturar;
3104,Olha só no nível da vestimenta de vocês para o bozo... Só aí já vemos quem é melhor.,1,https://www.instagram.com/p/B1_m4F5lO_d/,bozo,bozo;
3105,"Dá um sono danado o Andrade.. Se forem com esse cara de novo como candidato, infelizmente, dará Dória em 2022..",1,https://www.instagram.com/p/B1_m4F5lO_d/,Dá um sono danado,Dá um sono danado;
3106,Não cansa de passar vergonha,1,https://www.instagram.com/p/B4I9_wdHMYk/,Não cansa de passar vergonha,Não cansa de passar vergonha;
3107,ESTÃO NO DESESPERO. AUDIÊNCIA CAINDO E ANTIPATIA AUMENTANDO.,1,https://www.instagram.com/p/B4I9_wdHMYk/,ESTÃO NO DESESPERO; AUDIÊNCIA CAINDO; ANTIPATIA AUMENTANDO,DESESPERO; ANTIPATIA;
3108,EU Não Assisto. Só Faz CARA DE Deboche. Tá Com Nada. AUDIÊNCIA CAINDO.,1,https://www.instagram.com/p/B4I9_wdHMYk/,Só Faz CARA DE Deboche; Tá Com Nada,CARA DE Deboche; Tá Com Nada;
3109,ESTÁ AÍ EU JÁ NÃO ASSISTO FAZ TEMPO. MUITO DEBOCHADA.NÃO DÁ MAIS GLOBO TÔ FORA.,1,https://www.instagram.com/p/B4I9_wdHMYk/,MUITO DEBOCHADA; NÃO DÁ MAIS GLOBO TÔ FORA,MUITO DEBOCHADA;  NÃO DÁ MAIS; GLOBO TÔ FORA;
3110,"Prefiro a âncora da Globo cantando a música ""caneta azul, azul caneta"". E menos feio do que pagar mico ao vivo",1,https://www.instagram.com/p/B4I9_wdHMYk/,menos feio do que pagar mico ao vivo,E menos feio;  pagar mico ao vivo;
3111,Essa mulher só dá bola fora. Tem que se informar melhor antes de entrar ao vivo.,1,https://www.instagram.com/p/B4I9_wdHMYk/,Essa mulher só dá bola fora; se informar melhor,só dá bola fora; Tem que se informar;
3112,Podia ter dormido sem essa vergonha 😂😂😂,1,https://www.instagram.com/p/B4I9_wdHMYk/,Podia ter dormido sem essa vergonha,Podia ter dormido sem essa vergonha;
3113,Que vergonha pra globo q só faz criticar o governo,1,https://www.instagram.com/p/B4I9_wdHMYk/,vergonha; só faz criticar o governo,Que vergonha;
3114,🤣🤣🤣🤣🤣ser desmentida ao vivo não tem preço!!!🤣🤣🔝🇧🇷,1,https://www.instagram.com/p/B4I9_wdHMYk/,ser desmentida ao vivo não tem preço,ser desmentida ao vivo não tem preço;
3115,Só pode ser doença,1,https://www.instagram.com/p/B4I9_wdHMYk/,Só pode ser doença,Só pode ser doença;
3116,Esse povo único ituito é lacra.,1,https://www.instagram.com/p/B4I9_wdHMYk/,único ituito é lacra,único ituito é lacra;
3117,Como confiar em uma emissora que de todas as formas quer acabar com o governo e consequentemente com o país. Triste. Eles se perdem na própria mentira.,1,https://www.instagram.com/p/B4I9_wdHMYk/,acabar com o governo e consequentemente com o país; se perdem na própria mentira,Triste; Eles se perdem na própria mentira; acabar com o governo;
3118,"Eu não entendo como tem empresas que ainda faz propaganda com a Rede Globo, uma emissora que não têm mais crédito algum.",1,https://www.instagram.com/p/B4I9_wdHMYk/,não têm mais crédito algum,não têm mais crédito algum;
3119,Devia ficar mais calada!!!!,1,https://www.instagram.com/p/B4I9_wdHMYk/,Devia ficar mais calada,Devia ficar mais calada;
3120,Feio . Totalmente desmoralizado essa Globo,1,https://www.instagram.com/p/B4I9_wdHMYk/,Feio; Totalmente desmoralizado essa Globo,feio; desmoralizado;
3121,Passa a vergonha no crédito por favor... O dinheiro acabou!!!! 😂😂😂,1,https://www.instagram.com/p/B4I9_wdHMYk/,Passa a vergonha no crédito por favor; O dinheiro acabou,Passa a vergonha no crédito; O dinheiro acabou;
3122,A lacradora perdeu o rumo !!! Bela broxada!!! 😂😂😂😂😂,1,https://www.instagram.com/p/B4I9_wdHMYk/,A lacradora perdeu o rumo; Bela broxada,lacradora; Bela broxada;
3123,Poderia ter combinado antes pata não passar essa vergonha ao vivo kkkk,1,https://www.instagram.com/p/B4I9_wdHMYk/,passar essa vergonha ao vivo,passar essa vergonha;
3124,"Só roubo!!! 249 bilhões de déficit ano passado, 597 milhões de prejuízo nos correios!!!",1,https://www.instagram.com/p/C5ZLiSBPgFa/,Só roubo,Só roubo;
3125,O convidado matou a pau!! Toma distraída!!! 😂😂😂😂😂,1,https://www.instagram.com/p/B4I9_wdHMYk/,O convidado matou a pau; Toma distraída,Toma distraída;
3126,"Kkkkkkkkkkk querem enfiar viela abaixo que houve negligência do Governo! Mas ignoram de onde veio o óleo, e muito pior ignoram o crime terrorista que ocorreu.",1,https://www.instagram.com/p/B4I9_wdHMYk/,querem enfiar viela abaixo que houve negligência do Governo; crime terrorista,crime terrorista; negligência do Governo;
3127,"Esse povinho da Globo, não aprendem mesmo",1,https://www.instagram.com/p/B4I9_wdHMYk/,povinho; não aprendem mesmo,povinho da Globo;
3128,É melhor ouvir besteira do que ser surda.,1,https://www.instagram.com/p/B4I9_wdHMYk/,É melhor ouvir besteira do que ser surda,É melhor ouvir besteira do que ser surda;
3129,Esta reporter da globo é muito arrogante .,1,https://www.instagram.com/p/B4I9_wdHMYk/,muito arrogante,muito arrogante;
3130,"Pois é, prestando desserviço à população brasileira.",1,https://www.instagram.com/p/B4I9_wdHMYk/,prestando desserviço,desserviço;
3131,Deveriam fazer um compilado de fake news só da Globo; criar um site só para isso!,1,https://www.instagram.com/p/B4I9_wdHMYk/,compilado de fake news só da Globo,compilado de fake news só da Globo;
3132,A Globo já era,1,https://www.instagram.com/p/B4I9_wdHMYk/,A Globo já era,A Globo já era;
3133,É a globo ta desesperada mesmo... bom que o povo vê as palhaçadas ao vivo.,1,https://www.instagram.com/p/B4I9_wdHMYk/,desesperada; palhaçadas ao vivo,desesperada; palhaçadas;
3134,Eles são assim...matam a pessoa e acusar a polícia de chegar atrasado .... quem cometeu o crime ela não quer nem saber né?,1,https://www.instagram.com/p/B4I9_wdHMYk/,matam a pessoa e acusar a polícia de chegar atrasado; quem cometeu o crime ela não quer nem saber né?,chegar atrasado;
3135,Poderia dormir sem esta.,1,https://www.instagram.com/p/B4I9_wdHMYk/,Poderia dormir sem esta,Poderia dormir sem esta;
3136,"Eles acham que o povo tá na idade dá pedra...não sabe nada inocente kkkkkk foi o tempo q enganava os brasileiros, passou tudo passa tudo acaba tudo tem um fim...Maldito seja o enganador.. é Bíblico essa palavra porisso vão colhe o q tá plantando..🙌",1,https://www.instagram.com/p/B4I9_wdHMYk/,Eles acham que o povo tá na idade dá pedra; não sabe nada inocente; foi o tempo q enganava os brasileiros; Maldito seja o enganador; vão colhe o q tá plantando,idade dá pedra; enganava; Maldito seja o enganador;
3137,Cadê queroz já tá na cadeia ou n ou tá com lula solto,1,https://www.instagram.com/p/B4K2nvnF3cE/,Cadê queroz já tá na cadeia ou n ou tá com lula solto,tá na cadeia;
3138,Lembrou das milícias ou passou batido?,1,https://www.instagram.com/p/B4K2nvnF3cE/,Lembrou das milícias ou passou batido?,milícias;
3139,"Conta aí @bolsonarosp, você sim está lúcido né?...hahahahaha",1,https://www.instagram.com/p/B4K2nvnF3cE/,você sim está lúcido né?,você sim está lúcido né?
3140,Rindo com essa legenda. Tem gente da canhota que ama o tal Queiroz. Kkkkkkkkk,1,https://www.instagram.com/p/B4K2nvnF3cE/,gente da canhota,gente da canhota;
3141,"Leda Nagle e Lacombe,estão dando show no resto dos jornalistas lixo.👏👏",1,https://www.instagram.com/p/B4K2nvnF3cE/,lixo,lixo;
3142,"🤮Falta agora a reforma política . Tem gente demais nessa merda de congresso muitos no cargo sem concurso,27 governadores, 27 vice 503 deputado...por aí vai. A festa tá boa com o dinheiro público. São vários secretários,suplentes ... Nosso dinheiro indo pelo ralo👀👀 reforma política ,já!",1,https://www.instagram.com/p/B4K2nvnF3cE/,merda; A festa tá boa com o dinheiro público; dinheiro indo pelo ralo,merda; indo pelo ralo;
3143,Somos todos BOLSONARO!!se não é caiu fora mané!,1,https://www.instagram.com/p/B4K2nvnF3cE/,caiu fora mané,caiu fora mané;
3144,O Queiroz traz um mulher para nós kkkkkkk,1,https://www.instagram.com/p/B4K2nvnF3cE/,traz um mulher para nós,traz um mulher para nós;
3145,#apoio prisão em segunda instância!,1,https://www.instagram.com/p/B4K2nvnF3cE/,prisão em segunda instância,prisão em segunda instância;
3146,Kkkkk bem afrontoso👏👏👏👏👏👏🙌,1,https://www.instagram.com/p/B4K2nvnF3cE/,bem afrontoso,bem afrontoso;
3147,"HA UM ANO TÍNHAMOS A ESPERANÇA DE QUE IA LUTAR CONTRA O STF , LUTAR CONTRA TOMA LA DA CA , E A VELHA POLÍTICA !! PURO ENGANO !! TRISTE !!",1,https://www.instagram.com/p/B4K2nvnF3cE/,LUTAR CONTRA TOMA LA DA CA; PURO ENGANO; TRISTE,TOMA LA DA CA; VELHA POLÍTICA; TRISTE;
3148,"Tu ta bem , mas teu irmão @carlosbolsonaro ta arregando de ir em outros programas como o Pânico, fica só no twiter , tem que ir pra frente de batalha que nem vc faz.",1,https://www.instagram.com/p/B4K2nvnF3cE/,"ta arregando de ir em outros programas como o Pânico, fica só no twiter",ta arregando;
3149,"SOU BOLSONARIANA ATÉ VCS NÃO ESTIVER MAIS NA POLÍTICA, SOU DO ESTADO DE SÃO PAULO,,,HAHA VOLTEI EM VC BEBÊ,,,EU NÃO TENHO SAUDADES DO QUEIROZ, SE ELE DEVE ALGUMA EXPLICAÇÃO NÃO É PRA MIM, E SIM PRA JUSTIÇA..,..SO ALGO ME ENCOMODA MUITO, O FLAVIO ESTÁ NA MÃO CONTRÁRIA DO SEU PAI, NAS VOTAÇÕES DELE, O MAJOR OLÍMPIO SIM SEGUE MAIS OS IDEAIS DO SEU PAI, QUE O FLAVIO,,, PORQUE FLAVIO É TOTALMENTE CONTRA A CPI DA LAVA TOGA, EDUARDO O POVO ODEIA ESSE STF, PORQUE FLAVIO OS PROTEGE TANTO.....SEI QUE VC NÃO VAI DAR BOLA AO MEU COMENTÁRIO, MAS JURO QUERIA ENTENDER...💗💗💗💗💗💗",1,https://www.instagram.com/p/B4K2nvnF3cE/,ENCOMODA MUITO; CPI DA LAVA TOGA; ODEIA ESSE STF;,O POVO ODEIA ESSE STF; NÃO VAI DAR BOLA;
3150,Tem que ser uma pessoa muito especial viu para dar uma entrevista para uma pessoa de esquerda que nem a Leda Nagle não é para qualquer um não Parabéns Eduardo bolsonaro,1,https://www.instagram.com/p/B4K2nvnF3cE/,Tem que ser uma pessoa muito especial viu,Tem que ser uma pessoa muito especial viu para dar uma entrevista para uma pessoa de esquerda que nem a Leda Nagle;
3151,Esquerdistas amam o Queiroz ! Com certeza tb não perderão sua entrevista 😂😂😂,1,https://www.instagram.com/p/B4K2nvnF3cE/,Esquerdistas amam o Queiroz; Com certeza tb não perderão sua entrevista,Esquerdistas amam o Queiroz;
3152,🙌Que Deus afaste os Traidores dos homens do bem!!🇧🇷🇧🇷,1,https://www.instagram.com/p/B4K2nvnF3cE/,Traidores,os Traidores;
3153,Quanto tempo ate assassinarem a reputação da Leda Nagle?,1,https://www.instagram.com/p/B4K2nvnF3cE/,Quanto tempo ate assassinarem a reputação da Leda Nagle?,assassinarem a reputação;
3154,Robô miliciana me apresentando! Positivo operante!,1,https://www.instagram.com/p/B4K2nvnF3cE/,Robô miliciana me apresentando; Positivo operante,Robô; miliciana;
3155,"edinice, esse aí não vai falar bosta como o lobão, o deputado é muito inteligente não anda falando besteira parabéns deputado 👏👏👏",1,https://www.instagram.com/p/B4K2nvnF3cE/,não vai falar bosta; besteira,falar bosta;
3156,"Se faz de velho e soltando as deles, onde está o ECA que nestas horas não aparece.😡😡😡",1,https://www.instagram.com/p/B3R0XMrAt7g/,Se faz de velho e soltando as deles,velho; soltando as deles;
3157,Que absurdo! Esse homem perdeu o bom senso mesmo!,1,https://www.instagram.com/p/B3R0XMrAt7g/,Esse homem perdeu o bom senso mesmo,Que absurdo; perdeu o bom senso;
3158,Um desrespeito com um inocente. Esse cidadão teria de ter saído preso desse local.,1,https://www.instagram.com/p/B3R0XMrAt7g/,Um desrespeito; teria de ter saído preso desse local,desrespeito;
3159,Por isso mesmo que eu falo muita felicidade nesse Governo e os que apoiam ele querem liberdade pra fazerem o que querem principalmente com crianças e mulheres ou ninguém percebeu o quanto aumentou a morte contras mulheres e essa vergonha aí pra todo mundo ver 💩💩💩💩💩💩💩🤮🤮🤮🤮🤮🤮🤮🤮🤮🙈🙊🙉,1,https://www.instagram.com/p/B3R0XMrAt7g/,querem liberdade pra fazerem o que querem; aumentou a morte; vergonha aí pra todo mundo ver,ele querem liberdade pra fazerem o que querem;
3160,"Ele nao para , me impressiona a quantidade de pessoas que ainda pertencem a esse bloco que se auto intitula direita , sinceramente ...",1,https://www.instagram.com/p/B3R0XMrAt7g/,me impressiona a quantidade de pessoas que ainda pertencem a esse bloco que se auto intitula direita,esse bloco que se auto intitula direita;
3161,A pessoa quando ficam velhas perde a noção das coisas,1,https://www.instagram.com/p/B3R0XMrAt7g/,A pessoa quando ficam velhas perde a noção das coisas,A pessoa quando ficam velhas perde a noção das coisas;
3162,Kd os hipócritas?,1,https://www.instagram.com/p/B3R0XMrAt7g/,hipócritas,hipócritas;
3163,Por isso é que vamos pro abismo... cegueira é pouco.,1,https://www.instagram.com/p/B3R0XMrAt7g/,cegueira é pouco,vamos pro abismo; cegueira é pouco;
3164,"Que barbaridade é o Brasil acima de tudo deles, Em 2023 eles vão entregar o país desvatado.",1,https://www.instagram.com/p/B3R0XMrAt7g/,Que barbaridade é o Brasil acima de tudo deles; vão entregar o país desvatado,barbaridade; desvatado;
3165,"TV domingo, é a pior coisa que existe. Vá passear , viajar, teatro, cinema, etc.. fuja da TV domingo!!!!",1,https://www.instagram.com/p/B3R0XMrAt7g/,pior coisa que existe,pior coisa que existe; fuja da TV domingo;
3166,"ele acha que pode tudo, por conta de ser dono da emissora e tal",1,https://www.instagram.com/p/B3R0XMrAt7g/,ele acha que pode tudo,ele acha que pode tudo;
